"","namn","stad","citizen","religious","experience","sweden","poland","iraq","somalia","woman","skilledjob","invited","city1","city2","city3","city4","city5","city6","city7","immigrant","time"
"1330","Emma Lindberg","Goteborg",1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.131412612248568
"1331","Mateusz Nowak","Goteborg",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0533816851890292
"1332","Filip Lindberg","Goteborg",1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.053347598278966
"1333","Filip Lindberg","Goteborg",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0533144999465451
"1334","Maria Nowak","Goteborg",0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0.0532823478008526
"1335","Fatima Mohammed","Goteborg",1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.0494300127010077
"1336","Ali Hadad","Goteborg",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0496399647246111
"1337","Abdi Mohammed","Goteborg",1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0498763937652118
"1338","Ali Hadad","Goteborg",1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0469382985936057
"1339","Mateusz Nowak","Goteborg",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0470139095702983
"1340","Ali Hadad","Goteborg",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.112009002634544
"1341","Maria Nowak","Goteborg",1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.112580500461648
"1342","Zainab Hadad","Goteborg",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.115062173192132
"1343","Mateusz Nowak","Goteborg",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.115589814545841
"1344","Fatima Mohammed","Goteborg",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.11614507786527
"1345","Maria Nowak","Goteborg",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.116730190460343
"1346","Maria Nowak","Goteborg",0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.117347625722158
"1347","Abdi Mohammed","Goteborg",0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.111128987473046
"1348","Mateusz Nowak","Goteborg",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.112502645538923
"1349","Filip Lindberg","Goteborg",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.106149950308879
"1350","Mateusz Nowak","Goteborg",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.107428473133907
"1351","Zainab Hadad","Goteborg",0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0.108820852914616
"1352","Fatima Mohammed","Goteborg",1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0.110343007463314
"1353","Zainab Hadad","Goteborg",1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.112013966821658
"1354","Sarah Amari","Malmo",1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0238637372869834
"1355","Ahmed Amari","Malmo",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0238637372868158
"1356","Awa Zakaria","Malmo",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0238637372849119
"1357","Ahmed Amari","Malmo",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0238637372830497
"1358","Khalid Zakaria","Malmo",0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.023863737281379
"1359","Malin Svensson","Malmo",1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.023863737280902
"1360","Khalid Zakaria","Malmo",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0238637372804591
"1361","Sarah Amari","Malmo",0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0238637372800472
"1362","Antoni Kowalski","Malmo",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0244457796527313
"1363","Julia Kowalski","Malmo",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0250569241440496
"1364","Julia Kowalski","Malmo",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0256994093785124
"1365","Awa Zakaria","Malmo",0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0263757096253153
"1366","Khalid Zakaria","Malmo",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.263757096251397
"1367","Malin Svensson","Malmo",1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.263757096252021
"1368","Antoni Kowalski","Malmo",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.263757096252644
"1369","Erik Svensson","Malmo",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.263757096253268
"1370","Erik Svensson","Malmo",1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.140791792813559
"1371","Julia Kowalski","Malmo",0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.14060057693871
"1372","Awa Zakaria","Malmo",1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.140412589125446
"1373","Ahmed Amari","Malmo",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.140227748315574
"1374","Khalid Zakaria","Malmo",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.140045976141276
"1375","Ahmed Amari","Malmo",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.139867196815687
"1376","Antoni Kowalski","Malmo",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.139691337027205
"1377","Ahmed Amari","Malmo",0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.139518325839245
"1378","Julia Kowalski","Malmo",1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.141248663975494
"1379","Sarah Amari","Malmo",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.14106599872806
"1380","Antoni Kowalski","Malmo",0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.140886222130773
"1381","Awa Zakaria","Malmo",0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.130996249607975
"1382","Julia Kowalski","Malmo",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.131759900183084
"1383","Julia Kowalski","Malmo",0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0.13257885558985
"1384","Khalid Zakaria","Malmo",0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.115472861910155
"1385","Antoni Kowalski","Malmo",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.133459349455576
"1386","Erik Svensson","Malmo",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.026286018058433
"1387","Antoni Kowalski","Malmo",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.136674131669425
"1388","Sarah Amari","Malmo",0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.134408588794499
"1389","Awa Zakaria","Malmo",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0260878555468481
"1390","Sarah Amari","Malmo",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0258840613520356
"1391","Khalid Zakaria","Malmo",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0274077875409582
"1392","Malin Svensson","Malmo",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.05485801716705
"1393","Ahmed Amari","Malmo",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0549887403535113
"1394","Sarah Amari","Malmo",1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.131278535939929
"1395","Julia Kowalski","Malmo",1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.134872111184318
"1396","Erik Svensson","Malmo",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0551286882070202
"1397","Awa Zakaria","Malmo",0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.167949109190735
"1398","Ahmed Amari","Malmo",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.153939234073337
"1399","Julia Kowalski","Malmo",1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.15608413536757
"1400","Awa Zakaria","Malmo",1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.158898025796647
"1401","Malin Svensson","Malmo",1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.162751716893558
"1402","Sarah Amari","Malmo",0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0271227465962853
"1403","Sarah Amari","Malmo",1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0552788728715947
"1404","Antoni Kowalski","Malmo",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.166373525718578
"1405","Awa Zakaria","Malmo",1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.0554404601789809
"1406","Khalid Zakaria","Malmo",1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0556147999760876
"1407","Ahmed Amari","Malmo",1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.17018570967303
"1408","Khalid Zakaria","Malmo",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.174203684088147
"1409","Sarah Amari","Malmo",1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.0711915504770296
"1410","Ahmed Amari","Malmo",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.154329202997985
"1411","Awa Zakaria","Malmo",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0725907393951201
"1412","Ahmed Amari","Malmo",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.074055082681762
"1413","Khalid Zakaria","Malmo",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.158124046436933
"1414","Malin Svensson","Malmo",1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.162141793534088
"1415","Khalid Zakaria","Malmo",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0755892397710319
"1416","Sarah Amari","Malmo",0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0771983252321029
"1417","Antoni Kowalski","Malmo",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0788879657309019
"1418","Julia Kowalski","Malmo",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0806643657688804
"1419","Julia Kowalski","Malmo",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0825343838139937
"1420","Awa Zakaria","Malmo",0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.084505620794223
"1421","Khalid Zakaria","Malmo",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0865865233605448
"1422","Malin Svensson","Malmo",1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0887865048774673
"1423","Antoni Kowalski","Malmo",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0911160877963045
"1424","Erik Svensson","Malmo",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0906429735893759
"1425","Erik Svensson","Malmo",1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.092719013955153
"1426","Julia Kowalski","Malmo",0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0948923805677142
"1427","Awa Zakaria","Malmo",1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0971700817909555
"1428","Ahmed Amari","Malmo",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.099559815422972
"1429","Khalid Zakaria","Malmo",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0767992582258656
"1430","Ahmed Amari","Malmo",1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0819834813366761
"1431","Antoni Kowalski","Malmo",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0819732110595704
"1432","Ahmed Amari","Malmo",0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0819621035138024
"1433","Julia Kowalski","Malmo",1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0819500519630338
"1434","Sarah Amari","Malmo",0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.0993630821122801
"1435","Antoni Kowalski","Malmo",0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0979700319446633
"1436","Awa Zakaria","Malmo",0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.0966378211652464
"1437","Julia Kowalski","Malmo",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.095362549342498
"1438","Julia Kowalski","Malmo",0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0941406424783298
"1439","Khalid Zakaria","Malmo",0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0929688195623515
"1440","Antoni Kowalski","Malmo",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0918440631460106
"1441","Erik Svensson","Malmo",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0907635934025278
"1442","Antoni Kowalski","Malmo",1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0.165309968640861
"1443","Sarah Amari","Malmo",0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.144968581919704
"1444","Awa Zakaria","Malmo",1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.148579614869561
"1445","Sarah Amari","Malmo",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.12677158773437
"1446","Khalid Zakaria","Malmo",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.130094912299707
"1447","Malin Svensson","Malmo",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.094490702570965
"1448","Ahmed Amari","Malmo",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0952826211093107
"1449","Sarah Amari","Malmo",1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0961344310669084
"1450","Julia Kowalski","Malmo",1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0937180578865149
"1451","Erik Svensson","Malmo",1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0667348432225969
"1452","Awa Zakaria","Malmo",0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0659629898461265
"1453","Ahmed Amari","Malmo",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0654401928903005
"1454","Julia Kowalski","Malmo",1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.154905132829647
"1455","Awa Zakaria","Malmo",1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.157390966332391
"1456","Malin Svensson","Malmo",1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.136134753972635
"1457","Sarah Amari","Malmo",0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.138704668219323
"1458","Sarah Amari","Malmo",1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.141555272477186
"1459","Antoni Kowalski","Malmo",1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0903651594074007
"1460","Awa Zakaria","Malmo",1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.0916649983051208
"1461","Khalid Zakaria","Malmo",1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0931100298424713
"1462","Ahmed Amari","Malmo",1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0947260201995808
"1463","Khalid Zakaria","Malmo",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0965452155673938
"1464","Zainab Hadad","Malmo",1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0855681379076753
"1465","Ali Hadad","Malmo",0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0869903910423435
"1466","Fatima Mohammed","Malmo",0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0735717078390808
"1467","Ali Hadad","Malmo",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0745198596681471
"1468","Abdi Mohammed","Malmo",0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0756779484359868
"1469","Emma Lindberg","Malmo",1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0776655847076266
"1470","Abdi Mohammed","Malmo",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.167511470580157
"1471","Zainab Hadad","Malmo",0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.170441891952178
"1472","Mateusz Nowak","Malmo",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.173695871022879
"1473","Maria Nowak","Malmo",0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.178223668986443
"1474","Maria Nowak","Malmo",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.132572428569501
"1475","Fatima Mohammed","Malmo",0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.183119309432458
"1476","Abdi Mohammed","Malmo",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.126534967833259
"1477","Emma Lindberg","Malmo",1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.18842951609425
"1478","Mateusz Nowak","Malmo",1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.12761636326501
"1479","Filip Lindberg","Malmo",1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.128766160296292
"1480","Filip Lindberg","Malmo",1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.129991060802777
"1481","Maria Nowak","Malmo",0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.131298671737737
"1482","Fatima Mohammed","Malmo",1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.132697663257297
"1483","Ali Hadad","Malmo",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.134197961197072
"1484","Abdi Mohammed","Malmo",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.0486090110412415
"1485","Ali Hadad","Malmo",1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.0486016100969515
"1486","Mateusz Nowak","Malmo",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0523706138786238
"1487","Ali Hadad","Malmo",0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0520025382342958
"1488","Maria Nowak","Malmo",1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0515845640799166
"1489","Zainab Hadad","Malmo",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.0525096800268026
"1490","Mateusz Nowak","Malmo",0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0534889303673951
"1491","Fatima Mohammed","Malmo",0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.0545272099346841
"1492","Maria Nowak","Malmo",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0556300220223759
